불용어 제거 리뷰,키워드,제품명,피부타입,기능
화장하는건 귀찮고 썬크림은 챙겨발라야하고 쌩얼은 싫고 해서 톤업 썬크림 구매해봤어요 얼굴이 화사해지긴 하는데 그나저나 달바는 비싼건가요 원쁠원 기획 단품으로는 안파나요,"화장하는건, 귀찮고",달바 핑크 톤업 선크림,건성,"미백, 톤업"
핑크 톤업이랑 선크림도 되니아주좋아요맘에 들어요ㅠ베이스로참 좋아요,"핑크, 톤업이랑",달바 핑크 톤업 선크림,건성,"미백, 톤업"
좋은점 복합성에 바르기 좋아요 자극 없어요 톤업이 자연스럽게 돼요 발림성이 좋아요 자외선 차단 효과 있어요 아쉬운점 가격이 부담스러워요 꿀팁 다른건 없구 스킨케어 잘 하시구 사용하기 입니당 도움이 되셨다면 도움이 돼요를 눌러주세요 좋은 하루 되세요,"좋은점, 복합성에",달바 핑크 톤업 선크림,건성,"미백, 톤업"
달바 워터풀 톤업 선크림 톤업 선크림은 바르고 나면 건조함 이게 심해서 거기에 마스크까지 착용하니 건조하더라구요 흡수 안하면 피부위에서 겉도는 그런게 있는데 달바는 발림성은 저는 보통이였어요 흡수를 잘 시켜줘야되더라구요 촉촉하다해서 가볍게 흡수 되는 느낌은 아니였어요 광하나는 인정이요 바르고 나면 촉촉해서 광이 도네요 생얼이지만 화사한 피부톤을 사용하기 좋겠어요 피부 톤업은 보통요 과하지도 않고 약하지도 않은것 같아요 모든피부타입에 무단하게 톤업보정될것 같아요 유분기있는 피부들은 시간지나면 번들거림있을것같아요,"달바, 워터풀",달바 핑크 톤업 선크림,건성,"미백, 톤업"
발림성 좋아요 시간이 지나면 유분기 얼굴에 올라오는 빼곤 다 맘에 들어요 마스크에도 잘 안 묻는데 양조절 못하면 희게 톤업됩니다 다크닝은 딱히 모르겠어요 추가 한달사용이후 촉촉하고 톤업잘됨 내가 써본 톤업선크림중에 젤 좋음 무기자차랑 섞어쓰면 더 좋을거 같음 이때까지 써본 톤업선크림은 마스크에 묻거나 매트해서 별로였는데 이제품은 건성 강추 지성은 비추 지성은 과도하게 유수분 많아서 불편할듯 톤업도 생각보다 자연스럽게 핑크끼 돌면서 잘됨 건성분들 잡티없으신분 파데프리 여기로 정착하세욤 밀림이랑 밀린부분에 살짝 백탁있긴한데 퍼프로 펴주면 노상관임 좋음,"발림성, 좋아요",달바 핑크 톤업 선크림,건성,"미백, 톤업"
엄마가 평소에 사용하시는 제품이라 재구매했어요 저번에 앱에서 체험단으로 당첨되어 사용하시곤 굉장히 만족해하시더라구요 지금은 통째 사용하고 계시는 중인데 브랜드들의 선크림들 중 달바 제품을 선호하세요 저희 엄마는 평소에 따로 파운데이션이나 쿠션으로 피부 화장을 하지 않으시는 편이셔서 그런지 살짝 톤업이 되는 선크림을 선호하시더라구요 제품은 제형 자체가 핑크빛을 띄면서 촉촉하게 발렸어요 아무래도 바르면 백탁 현상은 있는 편이에요이건 대부분의 톤업 선크림이 이에 해당하는 편 저도 종종 사용하는 편인데 자극이 없는 편이긴 피부 컨디션이 안 좋을 땐 자극이 느껴질 때가 있었어요 제가 유분기 있는 제품과 잘 맞지 않는 편인데 제품이 유분기가 상당하더라구요 비건 브랜드라 그런지 관심이 가는 같아요 엄마가 유분기 있는 제품을 좋아하시는 편이라 재구매를 할 의사 있습니다 비건 제품이라 그런지 가격이 아쉬워요세일할 때만 사야지,"엄마가, 평소에",달바 핑크 톤업 선크림,건성,"미백, 톤업"
워터풀이라 그런지 발림성은 부드럽게 펴바를 수 있고 뻑뻑하면서 확 하얘지는 톤업크림과는 달리 자연스럽게 얼굴 톤을 밝혀주는 느낌이라 좋았어요 수분감도 있고 유분기도 어느정도 느껴져서 지성피부에는 번들거릴 수도 있을거 같아요,"워터풀이라, 그런지",달바 핑크 톤업 선크림,건성,"미백, 톤업"
엄마가 피부가 좋아보인다는 칭찬 들은 날은 꼭 거 바른 날이였다고 좋아하셔서 구매했어요 톤업도 되고 발림성도 좋대요 민감성인 저는 안맞고 목에 발라도 다 흡수되기 날아가기 전에는 따끔따끔했어서 예민한 피부는 테스트 하길 추천합니다,"엄마가, 피부가",달바 핑크 톤업 선크림,건성,"미백, 톤업"
자연스럽게 톤업 잘 됩니다 가볍게 외출할 바르는 제품이에요 무기자차라 발림성이 뻑뻑한 건 어쩔 수 없지만 전체적으로 무난해서 잘 쓰고 있어요,"자연스럽게, 톤업",달바 핑크 톤업 선크림,건성,"미백, 톤업"
톤업되면서 답답하지 않은 선크림이라 좋아요 톤업 제품 중에 부담스럽게 톤업이 되는 아이들도 있는데 제품은 안 그래요ㅋㅋ 가까운 데 나갈 있으면 메이크업 안 이것만 샥 바르고 나가면 되고용ㅋㅋ 발림성도 좋고 향도 상큼 싱그러워 바를 때마다 기분이 좋아요 꾸덕한 제형이 아니라 일반 크림 같은 제형이라 잘 펴발라지고 땀이 줄줄 흐르지 않는 잘 지워지지 않는 편인 같아요 톤업 선크림이라 남자분들이 쓰기에는 무리가 있을 같고 용량 대비 가격대가 낮지 않아 행사 쟁이는 걸 추천해요 정가 다 주고 사면 배 아픈 느낌ㅋㅋ 행사를 해 주든 애초에 정가를 낮게 책정해서 타 브랜드 대비 가격대를 조금만 낮추면 더 잘 팔리지 않을까 생각해요ㅋㅋ 복합성이나 건성 피부에 잘 맞을 같고 지성 피부인 분들은 테스트해 사시면 좋을 같습니다 추천하는 편이에요,"톤업되면서, 답답하지",달바 핑크 톤업 선크림,건성,"미백, 톤업"
유분이 많고 백탁 현상이 있어요 눈에 들어가면 시립니다 톤 보정 효과는 있지만 홀로 쓰기에는 무리가 있어요,"유분이, 많고",달바 핑크 톤업 선크림,건성,"미백, 톤업"
테스트 해보니 좋았어요 아침에 얼굴에 적용해봐야 알겠네요 며칠 써보고 한달리뷰로 돌아오겠습니다,"테스트, 해보니",달바 핑크 톤업 선크림,건성,"미백, 톤업"
톤업듀오라 언니랑 나눴네요 일석이조 좋아요 커버도 있으면서 아주 생기있게ㅡ해주네요,"톤업듀오라, 언니랑",달바 핑크 톤업 선크림,건성,"미백, 톤업"
한달 사용후기 제품은 사용하고나면 추가 제품 사용하지 않아도 될 정도로 발림성이 좋고 효과가 좋아요 백탁도 없고 만족합니다,"한달, 사용후기",달바 핑크 톤업 선크림,건성,"미백, 톤업"
달바 송민호 광고 이후로 호감만 가지고 있었는데 썬크림 구입해보니 순하고 좋습니다ㅎㅎ 강력 추천합니다,"달바, 송민호",달바 핑크 톤업 선크림,건성,"미백, 톤업"
지복합성인 제가 쓸 건 아니고 아는 동생이 필요하대서 대신 구입해줬어요 저는 기본 워터풀에센스 선크림을 잘 쓰고 동생도 제품도 잘 쓰긴 했는데 이거 써보고는 이걸로 갈아 탔더라고요 기존 워터풀에센스는 유기자차이고 혼합자차래요 화장전에는 유기자차만 써왔고 혼합자차는 파데프리할때 써 본게 다라서 뭐가 더 좋은지는 잘 모르겠지만 제가 지복합성인데 여름에는 극지성이 되어버려서 파데프리같은걸 잘 못하거든요 동생은 땀이 없는 체질에 여름에도 건조함 느끼는 악건성이라 이거 좋대요ㅋㅋㅋ 앞으로 선크림은 이걸로 정착할 거 같다고 하더라고요 이거 바르고 파데는 안바르고 색감 아주 살짝 있는 파우더로 마무리 하더라고요 세상 부럽ㅠㅠ,"지복합성인, 제가",달바 핑크 톤업 선크림,건성,"미백, 톤업"
여름에 필수템이라 항상 구매하는데 헤퍼요 ㅠㅠㅠ 기획아님 음,"여름에, 필수템이라",식물나라 워터프루프 선 스프레이,건성,보습
사용하다보면 헤프지만 몸이든 얼굴이든 분사하면 되니 간편해서 굿,"사용하다보면, 헤프지만",식물나라 워터프루프 선 스프레이,건성,보습
다들 선크림 얼굴에만 바를때 팔이랑 손가락 신경쓰는 사람이라 좋아요,"다들, 선크림",식물나라 워터프루프 선 스프레이,건성,보습
11기획이라 좋아요 세일도 해주세요 상당히 헤퍼요ㅠ,"11기획이라, 좋아요",식물나라 워터프루프 선 스프레이,건성,보습
야외활동할때 수시로 뿌려주는 용도로 구매했어요,"야외활동할때, 수시로",식물나라 워터프루프 선 스프레이,건성,보습
급하게 뿌릴대도 좋고 외출전 마지막에 뿌리기도 좋고 휴대용도 나옴 좋겠음,"급하게, 뿌릴대도",식물나라 워터프루프 선 스프레이,건성,보습
제품 사용후 팔에 두드러기처럼 발진 올라왔어요 양 팔이 다요 참고로 평소에 알러지도 없고 아토피 같은것도 없는 정상피부입니다 저처럼 피부 얇으신분들 쓰지 마세요 저처럼 피부 하얀분들은 발진이 올라왔을때 상대적으로 어두운 피부보다 더 티납니다 피부 두껍고 건강하게 어두운 사람만 써야할거같아요 당연히 아토피 있으신분들은 더 더욱 사용하면 안 될듯,"제품, 사용후",식물나라 워터프루프 선 스프레이,건성,보습
일반 선크림이 끈적거리고 불편해서 스프레이형을 구매하게 되었는데요 결과론적으로 말하면 재구매는 안 할 같아요 스프레이를 뿌릴 헤어 스프레이를 뿌리는 것처럼 매케하고 인공적인 향이 나서 잔기침이 나올때도있어요 사용 설명에도 팔다리는 뿌려도 되지만 얼굴은 손등에 뿌린 하라고 써있네요 직접적으로 쉽게 얼굴에 막 뿌리는 것은 안하게 돼요싑게 사용하려고 산건데ㅠ 투명해서 얼굴에 잘 발라졌나도 의문이고 날 썬크림을 발랐을 때와 다르게 피부가 타서 외출후 화끈거렸어요 스프레이 형식이라 내용물도 빨리 없어지는 편이에요 기회엔 제품을 찾아서 구매해야겠네요 ㅠ,"일반, 선크림이",식물나라 워터프루프 선 스프레이,건성,보습
매일 외출시 사용하는 꿀템 나름의 꿀팁 뜨거운 햇살에는꼭 뿌려주세여 선 스프레이는 사용법 다들 잘 아시니 넘어가고 찐 꿀팁 드리자묜 6통째 사용하는 제가 드리는 꿀팁은 흔들면 잘 안나옵니다 꼭 참고하세요1통 버렸어요 무조건 흔들면 분사가 안됩니다 덩기덕 하는 3박자만큼만 흔들어서 뿌려주세요 조금이라도 도움되셨다면 도움돼요부탁드려요,"매일, 외출시",식물나라 워터프루프 선 스프레이,건성,보습
요고 분사력도 안개분사처럼 고르게 잘 분사되고 끈적임없이 파우더리하게 마무리되서 여름 최애 필수템이예여 올영 세일이라 가격이 저렴해서 쟁였어요 밖에서도 가볍게 수시로 뿌려줄 수 있어서 좋아요 향은 보통 선스프레이랑 똑같아요 뿌린 후 흰색 파우더 연기가스가 날아다녀용,"요고, 분사력도",식물나라 워터프루프 선 스프레이,건성,보습
여행을 갈 있어서 구매했어요 뿌리는 타입이라 편하게 이용할 수 있을 같아요,"여행을, 있어서",식물나라 워터프루프 선 스프레이,건성,보습
여행 가서 쓰려고 구매했어요 확실히 스프레이 형태가 막 뿌리기 좋은 같아요,"여행, 가서",식물나라 워터프루프 선 스프레이,건성,보습
놀러가서 잘 사용했습니다다리나 팔에 뿌리기 편해서 좋아요 11이라 여름 잘 사용했어요,"놀러가서, 사용했습니다다리나",식물나라 워터프루프 선 스프레이,건성,보습
가격 저렴하고 간편하고 워터프루프까지 되니 좋아요,"가격, 저렴하고",식물나라 워터프루프 선 스프레이,건성,보습
식물나라 선스프레이 후기 올리브영에서 선스프레이를 이거 본적이 없는데 맞나요 이거밖에 없어서 샀는데 여름에 막 쓰기 좋아용 크기가 커서 휴대가 불편한점 막쓰다보니 생각보다 오래 못 쓰는점이 아쉽긴하지만 여름철 휴가때 쟁이면 요긴하게 쓰일 같아요,"식물나라, 선스프레이",식물나라 워터프루프 선 스프레이,건성,보습
기획으로 저렴하게 구매했어요 바르는 거는 귀찮은데 편해요,"기획으로, 저렴하게",식물나라 워터프루프 선 스프레이,건성,보습
해외 가서 잘 사용했습니다 뿌릴때 바닥이 미끄러워 지는건 조심하셔야 해요,"해외, 가서",식물나라 워터프루프 선 스프레이,건성,보습
여름에 바디쪽 선크림 바르기가 스프레이라서 좋음,"여름에, 바디쪽",식물나라 워터프루프 선 스프레이,건성,보습
선크림 바르기 귀찮아 하는 아빠 드리려고 구매했습니다 뿌리기만 하면 돼서 편한 거 같아요 워터프루프여서 담에도 잘 녹아 내릴 같지는 않습니다,"선크림, 바르기",식물나라 워터프루프 선 스프레이,건성,보습
외출 전 팔과 다리에 간편하게 뿌리고 나갈 수 있어 편리해요,"외출, 팔과",식물나라 워터프루프 선 스프레이,건성,보습
스프레이라 뿌리기 간편해요 설명서에는 얼굴에 직접 뿌리지 말라고 해서 몸 위주로 뿌려요,"스프레이라, 뿌리기",식물나라 워터프루프 선 스프레이,건성,보습
스프레이형식이라 간편해서 좋아요 동남아 갈 가져갔는데 잘 사용했습니다 하루 한 번으로는 뜨거운 태양을 차마 막진 못하더라고요 가지고 다니면서 수시로 뿌려줄 걸 그랬어요,"스프레이형식이라, 간편해서",식물나라 워터프루프 선 스프레이,건성,보습
워터파크가서 다리에 뿌리니 손으로 하지않아서 편하고 좋았어요,"워터파크가서, 다리에",식물나라 워터프루프 선 스프레이,건성,보습
몸에는 선스프레이가 최고인 거 같아요 식물나라 선스틱이 보송하고 좋아서 스프레이도 구매해봤는데 선스틱만큼은 아니지만 보송해요 뿌리면 끈적하더라구요 몸에 선크림 바르기 힘든데 요거 슈슉 뿌리고 나가면 끝 대신 막 뿌리다보니까 양이 너어무 빨리 닳아요,"몸에는, 선스프레이가",식물나라 워터프루프 선 스프레이,건성,보습
여름에 바디쪽 선크림 바르기가 스프레이라서 좋음,"여름에, 바디쪽",식물나라 워터프루프 선 스프레이,건성,보습
스프레이타입이라 외부활동할때 뿌리기가 편하고 좋습니다,"스프레이타입이라, 외부활동할때",식물나라 워터프루프 선 스프레이,건성,보습
입자가 곱게 나와서 쓰기 편하고 좋아요얼굴을 제외한 몸에 사용하라고 되어 있네요,"입자가, 곱게",식물나라 워터프루프 선 스프레이,건성,보습
선스틱 살까 선스프레이 살까 고민하다 골랐는데 선스프레이로는 햇빛 방어 되는지 잘 모르겠어거ㅠㅠ 다음엔 선스틱으로 사려구요,"선스틱, 살까",식물나라 워터프루프 선 스프레이,건성,보습
여름이라 여기저기 막 뿌리려고 구매했어요 지난여름에 잘 사용한 기억이 있어서 재구매 하게 되었습니다 추천합니다,"여름이라, 여기저기",식물나라 워터프루프 선 스프레이,건성,보습
여름에 바디에 뿌려서 자외선 차단했어요 더운 여행지에서 잘 사용했습니다 추천드려요,"여름에, 바디에",식물나라 워터프루프 선 스프레이,건성,보습
선 스프레이 11 기획상품으로 구매해서 만족스럽게 사용하고 있습니다,"스프레이, 11",식물나라 워터프루프 선 스프레이,건성,보습
식물나라 선스프레이 몸에 뿌리기 좋아서 구매했어요 더운 나라 여행가서 뿌리기 좋아요,"식물나라, 선스프레이",식물나라 워터프루프 선 스프레이,건성,보습
올리브영 어디에도 있어서 구입하기좋습니다 선스프레이 기획상품으로 편하게 사용하고 있습니다,"올리브영, 어디에도",식물나라 워터프루프 선 스프레이,건성,보습
몸에 간편하게 뿌릴 수 있어 휴대용으로 사용하기에도 좋습니다 가스 형태의 스프레이다 보니 얼굴이 아닌 몸에만 사용해주시는 게 좋을 같아요,"몸에, 간편하게",식물나라 워터프루프 선 스프레이,건성,보습
양은 적지만 가성비 생각하면 ㄱㅊ은 거 같아욤,"양은, 적지만",식물나라 워터프루프 선 스프레이,건성,보습
평소에 여기저기 뿌리기 좋습니다 생각보다 양이 작아서 여름철에 자주 구매하게 되네요 스프레이 형식이라 뿌리기도 편리하고 좋아요,"평소에, 여기저기",식물나라 워터프루프 선 스프레이,건성,보습
여기저기 몸에 막 뿌리기 좋습니다 생각보다 양이 적어서 금방 쓰더라구요 여름이 시작되면 쟁여놓아야 합니다,"여기저기, 몸에",식물나라 워터프루프 선 스프레이,건성,보습
여름이라 여기저기 막 뿌리려고 구매했어요 지난여름에 잘 사용한 기억이 있어서 재구매 하게 되었습니다 추천합니다,"여름이라, 여기저기",식물나라 워터프루프 선 스프레이,건성,보습
지성피부에 민감성이라 선크림도 가끔 트러블 유발 되더라구요ㅠㅠ 주말에 야구장 일정이 있어서 급한대로 뿌리긴 했는데 반지모양대로 탓,"지성피부에, 민감성이라",식물나라 워터프루프 선 스프레이,건성,보습
한달사용리뷰 작성합니다 안녕하세요 식물나라 워터프루프 선스프레이 구매했습니다 이번에 오키나와 여행 가기전에 구매했습니다 바닷가에서 놀껀데 물에 지워지지않고 자외선 차단율 높은 찾다보니 식물나라 선스프레이가 보이더라구요 사용하기 편하게 스프레이로 쫙 뿌리고 잘펴발라주면 되서 좋았어요 백탁현상도 심하지 않구요 실내에서 사용할때는 바닥에 다 떨어져서 미끄러울 수 있으니 조심하시길 한달사용결과 만족스럽게 사용한 아이템 야외에서 편하게 뿌릴수있는 스프레이형,"한달사용리뷰, 작성합니다",식물나라 워터프루프 선 스프레이,건성,보습
양이 적어요 여행갈 쓸라고 구매했능데 5일만에 다씀 가성비는 조아요,"양이, 적어요",식물나라 워터프루프 선 스프레이,건성,보습
브랜드의 팬이 되었습니다 한 번 사용해보니 사용하게 됩니다 합리적인 가격에 이보다 더 좋을 수 없습니다,"브랜드의, 팬이",식물나라 워터프루프 선 스프레이,건성,보습
항상 신뢰하고 구매하는 제품입니다 만족스러워요 강추합니다 돈이 아깝지 않은 선택이었습니다,"항상, 신뢰하고",식물나라 워터프루프 선 스프레이,건성,보습
지인 선물용으로 구매했어요 짧은 바지 반팔 입는 여름에 편리한 썬스프레이 자외선 차단 효과 괜찮고 옷에 안 묻어서 좋아요,"지인, 선물용으로",식물나라 워터프루프 선 스프레이,건성,보습
안녕하세요 식물나라 워터프루프 선스프레이 구매했습니다 이번에 오키나와 여행 가기전에 구매했습니다 바닷가에서 놀껀데 물에 지워지지않고 자외선 차단율 높은 찾다보니 식물나라 선스프레이가 보이더라구요 사용하기 편하게 스프레이로 쫙 뿌리고 잘펴발라주면 되서 좋았어요 백탁현상도 심하지 않구요 실내에서 사용할때는 바닥에 다 떨어져서 미끄러울 수 있으니 조심하시길,"안녕하세요, 식물나라",식물나라 워터프루프 선 스프레이,건성,보습
구매하고 후회했어요 후기는 좋은건지 몰겠음 바다가는데 워터프루프라길래 샀고 한통을 하루만에 다썼는데도 살 다 탔습니다 바닷가 가기 전부터 20분간격으로 팔다리에 최소 23번씩 왔다갔다하면서 뿌렷는데 실시간으로 살 타는거 보이구요 하루만에 다쓸 정도면 양도 적은편이고 무엇보다 차단효과 1도 없음 리뷰 안쓰는편인데 화나서 남깁니다,"구매하고, 후회했어요",식물나라 워터프루프 선 스프레이,건성,보습
조아여 휘리릭 뿌리규 외출하몬 짱짱 자외선 넘 사러여,"조아여, 휘리릭",식물나라 워터프루프 선 스프레이,건성,보습
평소 얼굴은 선크림을 바르는데 몸에는 선크림 바르는게 귀찮아서 스프레이 바르고 있어요 뿌려도 크게 끈적이거나 하는 없고 육안으로도 크게 표시안나요 원쁠원할따 구매하면 여름 바디용 선스프레이 넉넉하게 쓸 수 있습니당,"평소, 얼굴은",식물나라 워터프루프 선 스프레이,건성,보습
아무래도 가스형 스프레이라 환기가 잘 되는 곳에서 뿌려야 할 같아요ㅠ 분사력이 좋긴한데 피부에 발리는 느낌이 막 나지는 않아서 잘 뿌려졌나 싶긴해요 휘뚜루마뚜루 쓰기는 좋네요,"아무래도, 가스형",식물나라 워터프루프 선 스프레이,건성,보습
선 스프레이가 가볍게 분사되어 피부에 빠르게 흡수되었습니다 워터프루프 기능이 뛰어나 물놀이 시에도 효과적이었습니다 사용 후에도 끈적임 산뜻한 마무리가 좋았습니다 11 구성으로 오랜 기간 사용할 수 있어 경제적이었습니다,"스프레이가, 가볍게",식물나라 워터프루프 선 스프레이,건성,보습
제품을 구매했다가 최근에 허위기재 기사를 환불신청했습니다 본사 홈페이지에는 구매일자나 제조일자에 언급은 없고 구매한 고객에게 교환 환불을 해준다고 했습니다 이미 시험결과 완료된 제품이니 사용해된다고 환불이 안된다는 답변을 받았습니다 구매일자나 제조일자에 언급이 없었다고 하니 네가 원하는게 환불이니 해주겠다는 답변을 받았습니다 허위기재도 모자라서 상담내내 웃으면서 네가 원하는게 환불이니 해주겠다는 상담원의 태도가 기분이 나빴습니다 해당 브랜드에서 잘못해서 환불신청을 했는데 사과는 커녕 소비자를 조롱하는 말투에 브랜드 신뢰도가 더 떨어졌습니다,"제품을, 구매했다가",라운드랩 자작나무 수분 선크림,복합성,"주름개선, 진정"
흠 올영 갈때마다 품절이어서 궁금해서 사서 써봄 생각보다 만족하지는 않았음 유튜버들도 많이들 추천하는데 내가 잘못바른건가 촉촉하기는 다 바르고 나면 생각보다 기름지고 흡수되면서 발리는 느낌은 아니어서 손이 잘 안가게됨,"올영, 갈때마다",라운드랩 자작나무 수분 선크림,복합성,"주름개선, 진정"
한줄 평 라이트한 사용감의 유기자차 선크림 저는 수부지 트러블 존재하는 민감성 피부입니다 가볍다 저는 싸이닉 선크림을 열심히 썼는데 라운드랩 자작나무 선크림이 라이트하게 좋다고 해서 한 번 써보자하고 구매해봤는데 가볍더라고요 개인적으로 싸이닉 선크림이랑 되게 사용감이 비슷하다고 생각됐는데요 싸이닉 선크림보단 더 유분감이 덜하고 조금더 빨리 유분막이 더 잘 날라가는 가벼운 느낌이 들었어요 겨울이라 더 할 수도 있기는 한데요 시간이 지나면서 사라락하고 수분감과 유분감이 날아가서 시원합니다 싸이닉 제품도 되게 수분선크림 느낌이라 좋았는데 가끔 초반의 유분감을 참기 싫을 때가 종종 있었거든요 조금의 유분감도 허용할 수 없지만 유기자차를 놓을 수 없다하는 사람이라면 좋을 같아요 지성 수부지이신분들께 추천드려요 건성인 분들은 겨울에는 자칫 건조하다고 느껴지실 같아요ㅠ 유기자차 개인적으로 민감성 트러블 피부다 보니까 무기자차도 함 써볼까하고 사용해봤었지만 정량을 바르고 나면 피부가 건조해져서 트러블이 더 생기더라고요 ㅠ 겨울에 무기자차를 사용해서 뒤집어진 경험이 커서 그랬을 수도 있으나 여튼 무기자차는 잘 안맞더라고요 유기자차라는 점이 맘에 들었습니다 유기자차답게 피부화장도 잘먹구요 백탁두 당연히 없고아주 좋습니다 저는 유기자차가 편하더라구요 라운드랩 브랜드 솔직히 선크림 선지수 논란이 크게 일어났을 대응이 별로인 브랜드들이 꽤 많아서 아 뭐야 찾고 싶지 않은 브랜드들이 있는데 라운드랩은 대응을 잘하기도 했고 리뉴얼 딱해서 내놓는 게 브랜드 가치를 올려줬다고 생각해요 여튼 브랜드 자체도 마음에 들었습니다 문제가 있을 해결방식이 중요하다고 봄는 편이라 날아간다 음 위에서 장점으로 언급하였으나 수분 선크림이라서 촉촉함을 원하는 분들이시면 아쉬울 같아요ㅠ 싹 날아가는 느낌이라 피부에 남는 감이 별로 없는 기분이라 겨울바람에 약간은 건조하다고 느껴지기도 했습니다 추천 나는 라이트한 선크림을 찾는다하시는 분들 무기자차는 싫은데 유기자차의 무거운 느낌이 싫은 분들 화장 잘먹는 선크림 찾는 분들 수부지 지성인 분들께 추천드립니다 수분 선크림 찾는 분들이라면 가성비 좋고 살짝의 무거움이 초반에 있어도 괜찮다면 싸이닉 제품을 라이트하고 산뜻한 유기자차 선크림을 원한다면 라운드랩 자작나무 선크림을 추천드려요 리뷰가 도움이 되셨다면 부탁드릴게요,"한줄, 라이트한",라운드랩 자작나무 수분 선크림,복합성,"주름개선, 진정"
단점 주의 레티놀이나 비타민 제품 쓰시는 분은 무기자차 선크림을 이용하세요 사실 구매동기가 닥터지 선크림유기자차 선크림과 나이아신 아마이드 레티놀이 포함된 기초 제품을 썼을때 너무 따가워서 산거였어요 제품은 닥터지 더 따갑더라구요 제품의 문제라기 유기자차 선크림의 한계인가봐요 제품 쓰고 따가움을 느끼는 분들이라면 피부를 탓하지 마시고피부는 잘못이 없잖아요 기초 라인을 바꿔보세요 비타민 레티놀 만 없어도 충분히 덜 따가우실겁니다 제가 쓰는 기초 라인은 비타민이 들어 있어서 모닝 케어 루틴을 바꿔야 할 같아요 입구가 넓어요 얼굴에 펌핑해서 바르는 걸 좋아하는데 제품은 입구가 넓다보니 양 조절이 어렵네요 2주 경과 후기 눈 시림이 있습니다 자극감 없는 수분 진정 라인을 썼을때도 입가나 코 주위 눈 아래 약한 피부에는 따가움이 느껴지네요 ㅠ 요철 부각 수분라인이랑 쓰면 자극 덜하고 화장도 덜 뜨는데 요철 부각이 있어요ㅠ 더 매트한 걸로 바꿔야 할 듯 싶네요 장점 1 발림성 선크림이 유분이 강한 느낌이라면 이거는 이름답게 수분이 강한 느낌이에요 촉촉한 기초 제품 바르는 느낌이랄까 그만큼 화장도 잘 안뜨고 좋네요 2 백탁현상 백탁 없슴다 3 화장과의 궁합 저는 퓌 쿠션을 사용 중입니다 양 조절을 못해 화장이 뜨는 경우가 종종 있었는데 선크림은 수분이 많아서 그런지 양 조절을 실패해도 절대 뜨지는 않더라구요 화장 초보 분들에게 추천합니다 4 기초 제품 궁합 토리든 다이브인 등의 수분 제품 다 수분 충전 제품이라 화장하기 전에 발라주면 좋은데 요철 부각 있어요 마데카소사이드 기초 제품 병풀 추출물이나 마데카소사이드 제품을 과하게 쓰면 따가워요 토너 정도나 세럼 정도는 썼을때 괜찮더라구요 대신 3시간 지났을때 건조함 느껴집니다 비타민 제품 비타민은 나이트 케어로만 선크림이랑 쓰면 따가워요 5 총평 비타민 마데카소사이드 기초라인을 즐겨 쓰시는 분들이라면 무기자차 선크림으로 사세요 유분이 많은 선크림 화장이 무너진다면 사세요,"단점, 주의",라운드랩 자작나무 수분 선크림,복합성,"주름개선, 진정"
라운드랩 선크림을 잘 쓰고 있었는데 자외선 차단 지수 논란에 소비자를 기만했단 생각에 배신감이 들어서 갖고 있던 걸 다 버렸어요 그러다 최근 자외선 차단 지수 검증을 받은 선크림을 재출시했다고 해서 구매했습니다 제조일자를 확인해보니 리뉴얼한 제품이 맞더라구요 유튜브에서도 공식적으로 검사를 한 결과치를 보니까 믿고 구매하셔도 좋을 듯 합니다 이번에 리뉴얼 된 라운드랩 선크림은 발림성이 부드러워요 에센스 타입의 유기자차여서 백탁현상도 없고 수부지인 제가 발랐을 건조하지도 않지만 번들거리지도 않습니다 눈시림도 없고 선크림을 바른 후 메이크업이 밀리지도 않아서 얼굴에 넉넉하게 바르기에 좋습니다 얼굴에 백탁현상이 있는 걸 싫어해서 무기자차를 사용하지 않는 제게 제품은 마음에 들었어요 라운드랩 제품도 좋아하는 제게 있어 자외선 차단 표기 문제로 라운드랩 브랜드 자체에 실망을 했는데 라운드랩의 빠른 피드백으로 고객의 신뢰를 얻을 수 있는 계기가 되었으면 합니다,"라운드랩, 선크림을",라운드랩 자작나무 수분 선크림,복합성,"주름개선, 진정"
